# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 20 08:11:24 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_gaiamag
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,Multiple Instruments,94.20000000,0.375300,3.280,0.293,10.80622,0.03400,Msini,1.680000,0.000000,,,,,0,,,,,,,2449972.000000,0.0000,1.800,,,K3 V,4913.00,0.77,0.79,0.080,[Fe/H],-0.509,4.51,12.460,2.43759,0.4000,,-18.42,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,5.2402000
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,HARPS-N Spectrograph,2247.00000000,3.110000,12.700,1.140,108.06220,0.34000,Msini,0.290000,0.060000,,,,2456761.000000,0,,,,,,,2448725.000000,215.0000,6.100,,,K3 V,4913.00,0.77,0.79,0.080,[Fe/H],-0.509,4.51,12.460,2.43759,0.4000,,-18.42,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,5.2402000
LTT 1445 A b,LTT 1445 A,3,2,Transit,2019,TESS CCD Array,5.35876570,0.038130,1.305,0.116,2.87000,0.00903,Mass,7.100000,0.110000,5.40,424,89.680,2458412.708510,0,0.1700,0.203000,1.3670000,30.900000,0.04510,,,-139.0000,2.600,,,M2.5V,3340.00,0.27,0.26,-0.340,[Fe/H],-2.046,4.97,,17.30000,3.4000,,-5.43,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900,10.0469000
LTT 1445 A c,LTT 1445 A,3,2,Transit,2022,TESS CCD Array,3.12390350,0.026610,1.147,0.102,1.54000,0.00485,Mass,5.570000,0.223000,10.90,508,87.430,2458412.581590,0,0.9370,0.157000,0.4820000,21.560000,0.03960,,,,1.670,,,M2.5V,3340.00,0.27,0.26,-0.340,[Fe/H],-2.046,4.95,,16.73492,3.4000,,-5.43,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900,10.0469000
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,HARPS Spectrograph,7.20040000,0.050500,2.230,0.199,5.60000,0.01800,Msini,2.770000,0.130000,,,,,0,,,,,,,2454446.100000,5.7000,3.930,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,,,,6.50,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,9.3803300
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,HARPS Spectrograph,28.14000000,0.125000,1.770,0.158,3.80000,0.01200,Msini,3.770000,0.020000,,,,,0,,,,,,,2454462.000000,292.2000,1.710,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,,,,6.50,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,9.3803300
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,HARPS Spectrograph,62.24000000,0.213000,1.450,0.129,2.70000,0.00800,Msini,4.870000,0.020000,,,,,0,,,,,,,,28.6000,0.920,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,,,,6.50,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,9.3803300
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,HARPS Spectrograph,39.02600000,0.156000,1.450,0.129,2.70000,0.00800,Msini,4.870000,0.030000,,,,,0,,,,,,,,103.1000,1.080,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,,,,6.50,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,9.3803300
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,HARPS Spectrograph,256.20000000,0.549000,1.990,0.177,4.60000,0.01400,Msini,3.210000,0.080000,,,,,0,,,,,,,,51.6000,0.950,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,,,,6.50,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,9.3803300
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Instruments,4.21500000,0.050201,2.110,0.188,5.10000,0.01600,Msini,2.980000,0.120000,,,,2455200.700000,0,,,,,,,,105.0000,2.120,,,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],-0.095,4.34,8.960,1.44933,1.9000,,-8.20,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.5405200
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Instruments,38.02100000,0.217500,4.460,0.398,18.20000,0.05700,Msini,1.130000,0.140000,,,,2454922.480000,0,,,,,,,,341.0000,3.620,,,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],-0.095,4.34,8.960,1.44933,1.9000,,-8.20,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.5405200
61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Instruments,123.01000000,0.476000,5.110,0.456,22.90000,0.07200,Msini,0.943000,0.350000,,,,,0,,,,,,,,314.0000,3.250,,,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],-0.095,4.34,8.960,1.44933,1.9000,,-8.20,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.5405200
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,HARPS Spectrograph,74.72000000,0.320000,4.270,0.381,16.90000,0.05320,Msin(i)/sin(i),1.190000,0.130000,,355,90.000,2455694.700000,0,,,,,,,2455164.300000,173.0000,3.000,,,K3V,5166.00,0.86,0.80,-0.040,[Fe/H],-0.415,4.51,7.810,2.14570,3.0000,,-54.22,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.7968700,5.4766100
HD 192310 c,HD 192310,1,2,Radial Velocity,2011,HARPS Spectrograph,525.80000000,1.180000,5.250,0.469,24.00000,0.07600,Msin(i)/sin(i),0.911000,0.320000,,185,90.000,,0,,,,,,,,110.0000,2.270,,,K3V,5166.00,0.81,0.80,-0.040,[Fe/H],-0.415,4.51,7.810,2.14570,3.0000,,-54.22,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.7968700,5.4766100
GJ 849 b,GJ 849,1,2,Radial Velocity,2006,HIRES Spectrometer,1915.00000000,2.409000,13.900,1.240,286.04557,0.90000,Msini,0.585000,0.038000,,,,2453873.000000,0,,,,,,,2453770.000000,66.0000,24.400,,,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],-1.583,4.77,3.000,6.51372,1.0000,,-15.30,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.8005800,9.2245000
GJ 849 c,GJ 849,1,2,Radial Velocity,2014,HIRES Spectrometer,7068.00000000,4.974000,14.000,1.250,223.11554,0.70200,Msini,0.447000,0.099000,,,,2458970.000000,0,,,,,,,,-36.0000,19.640,,,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],-1.583,4.79,3.000,6.51372,1.0000,,-15.30,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.8005800,9.2245000
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,HARPS Spectrograph,7.37050000,0.062000,2.330,0.208,6.04300,0.01901,Msini,2.630000,0.040000,,,,,0,,,,,,,2454287.000000,154.0000,2.860,,,M1.5 V,3461.00,0.50,0.48,-0.170,[Fe/H],-1.699,4.81,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,8.8913800
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Instruments,5094.10500000,4.819000,6.270,0.560,32.42200,0.10201,Msini,0.723000,0.120000,,,,,0,,,,,,,,242.0000,1.750,,,M1.5 V,3472.00,0.47,0.48,-0.170,[Fe/H],-1.699,4.76,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,8.8913800
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,Multiple Instruments,36.05900000,0.178000,2.140,0.191,5.22300,0.01643,Msini,2.930000,0.070000,,,,,0,,,,,,,,159.0000,1.460,,,M2V,3461.00,0.47,0.48,-0.170,[Fe/H],-1.475,4.76,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,8.8913800
GJ 357 b,GJ 357,1,3,Transit,2019,TESS CCD Array,3.93072000,0.035000,1.217,0.109,1.84000,0.00579,Mass,5.600000,,12.60,525,89.120,2458517.998620,0,0.3400,0.112796,1.5300000,22.310000,0.03310,,,,1.520,,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,9.8803600
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,Multiple Instruments,9.12470000,0.061000,1.660,0.148,3.40000,0.01070,Msini,4.080000,,4.45,401,,,0,,,,,,,,,2.130,,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,9.8803600
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,Multiple Instruments,55.66100000,0.204000,2.340,0.209,6.10000,0.01919,Msini,2.620000,,0.38,220,,,0,,,,,,,,,2.090,,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,9.8803600
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,CARMENES,203.69000000,0.337000,14.300,1.270,146.20107,0.46000,Msini,0.275000,0.440000,,,,,0,,,,,,,2457745.650000,125.8000,71.800,,,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],-2.804,5.16,5.500,47.47816,,87.00,,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,13.1117000
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,Multiple Instruments,1599.60000000,1.292000,9.320,0.832,63.56568,0.20000,Msini,0.431000,0.018300,,,,,0,,,,,,,,26.0000,15.100,,,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],-2.804,5.16,5.500,47.47816,,87.00,,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,13.1117000
AU Mic b,AU Mic,1,2,Transit,2020,TESS CCD Array,8.46299910,0.064500,4.070,0.363,20.12000,0.06330,Mass,1.320000,0.186000,76.64,593,89.500,2458330.390460,1,0.1800,0.287229,3.5738006,19.100000,0.04960,,,88.5280,10.230,,,M1,3588.00,0.70,0.50,,,-1.046,4.39,0.022,1.67000,8.7000,4.86,-6.31,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,7.8403800
AU Mic c,AU Mic,1,2,Transit,2021,TESS CCD Array,18.85899100,0.110100,3.240,0.289,9.60000,0.03020,Mass,1.220000,0.041000,,454,89.390,2458342.224300,0,0.3000,,4.4200000,31.700000,0.03950,,,153.0000,3.680,,,M1,3700.00,0.75,0.50,,,-1.046,4.39,0.022,1.67000,7.8000,4.86,-6.31,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,7.8403800
HD 260655 b,HD 260655,1,2,Transit,2022,TESS CCD Array,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,Mass,6.200000,0.039000,42.20,709,87.350,2459497.910200,0,0.6650,0.065000,1.1500000,14.430000,0.02586,,,57.0000,1.690,,,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],-1.440,5.20,5.000,7.30000,2.0000,37.50,-58.75,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,8.8760410
HD 260655 c,HD 260655,1,2,Transit,2022,TESS CCD Array,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,Mass,4.700000,0.038000,16.10,557,87.790,2459490.364600,0,0.8900,0.083000,0.9800000,23.370000,0.03200,,,-25.0000,1.920,,,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],-1.440,5.20,5.000,7.30000,2.0000,37.50,-58.75,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,8.8760410
L 98-59 b,L 98-59,1,4,Transit,2019,TESS CCD Array,2.25311360,0.021910,0.850,0.076,0.40000,0.00126,Mass,3.600000,0.103000,24.70,627,87.710,2458366.170670,0,0.5300,0.067383,0.9920000,15.000000,0.02512,,,192.0000,0.460,,,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,10.5976000
L 98-59 c,L 98-59,1,4,Transit,2019,TESS CCD Array,3.69067770,0.030400,1.385,0.124,2.22000,0.00698,Mass,4.570000,0.103000,12.80,553,88.110,2458367.273750,0,0.6010,0.174560,1.3460000,19.000000,0.04088,,,261.0000,2.190,,,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,10.5976000
L 98-59 d,L 98-59,1,4,Transit,2019,TESS CCD Array,7.45072450,0.048600,1.521,0.136,1.94000,0.00610,Mass,2.950000,0.074000,5.01,416,88.449,2458362.739740,0,0.9220,0.136000,0.8400000,33.700000,0.04480,,,180.0000,1.500,,,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,10.5976000
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,Multiple Instruments,12.79600000,0.071700,1.560,0.139,3.06000,0.00963,Msini,4.430000,0.128000,,342,,,0,,,,49.800000,,,,165.0000,2.010,,,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,10.5976000
HD 115404 A b,HD 115404 A,1,2,Radial Velocity,2022,Multiple Instruments,10.49487691,0.088127,6.000,0.535,30.03873,0.09451,Msini,0.764000,0.231551,,,,,0,,,,,,,2452305.406693,259.2222,10.507,,,K2V,5019.17,0.73,0.83,-0.157,[M/H],-0.520,4.63,,3.04528,,19.00,,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,10.9816000,6.2855800
HD 115404 A c,HD 115404 A,1,2,Radial Velocity,2022,Multiple Instruments,15319.22517076,11.294908,12.500,1.110,3299.58202,10.38165,Mass,9.280000,0.211449,,,25.791,,0,,,,,,,2441172.404340,312.0556,42.401,,,K2V,5019.17,0.73,0.83,-0.157,[M/H],-0.520,4.63,,3.04528,,19.00,,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,10.9816000,6.2855800
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,HIRES Spectrometer,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.315000,0.380000,,,,2454796.920000,0,,,,,,,,258.1000,38.370,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,10.5769000
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,CARMENES,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.409000,0.342000,,,,2454769.000000,0,,,,,,,,210.4000,11.340,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,10.5769000
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,HIRES Spectrometer,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,Msini,2.300000,0.450000,,309,,2455179.900000,0,,,,,,,2454203.070000,111.0000,2.050,,,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,2.15240,3.0000,,-17.20,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,7.7280800
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,HIRES Spectrometer,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,Msini,0.499000,0.105000,,125,,2457228.000000,0,,,,,,,2454210.360000,74.0000,5.140,,,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,2.15240,3.0000,,-17.20,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,7.7280800
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Instruments,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,2.490000,0.070000,,,,,0,,,,,,,,276.0000,3.250,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,9.9339500
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Multiple Instruments,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,2.510000,0.090000,,,,,0,,,,,,,,230.0000,2.310,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,9.9339500
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,Multiple Instruments,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,2.210000,0.140000,,,,,0,,,,,,,,155.0000,2.080,,,M3,3811.50,0.41,0.43,,,-1.609,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,9.9339500
TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,TRAPPISTCAM,1.51082600,0.011540,1.116,0.100,1.37400,0.00432,Mass,5.441939,0.006220,4.15,398,89.728,2457322.514193,1,0.0950,0.737800,0.6010000,20.843000,0.08590,,,336.8600,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,TRAPPISTCAM,2.42193700,0.015800,1.097,0.098,1.30800,0.00412,Mass,5.463993,0.006540,2.21,340,89.778,2457282.811387,1,0.1090,0.712300,0.7005000,28.549000,0.08440,,,282.4500,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,TRAPPISTCAM,4.04921900,0.022270,0.788,0.070,0.38800,0.00122,Mass,4.366784,0.008370,1.11,286,89.896,2457670.146301,1,0.0630,0.367600,0.8145000,40.216000,0.06063,,,-8.7300,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Instruments,6.10101300,0.029250,0.920,0.082,0.69200,0.00218,Mass,4.901605,0.005100,0.65,250,89.793,2457660.367662,1,0.1910,0.501200,0.9293000,52.855000,0.07079,,,108.3700,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Instruments,9.20754000,0.038490,1.045,0.093,1.03900,0.00327,Mass,5.022904,0.010070,0.37,218,89.740,2457671.373730,1,0.3120,0.646500,1.0480000,69.543000,0.08040,,,368.8100,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Instruments,12.35244600,0.046830,1.129,0.101,1.32100,0.00416,Mass,5.055986,0.002080,0.25,197,89.742,2457665.362844,1,0.3790,0.755500,1.1370000,84.591000,0.08692,,,191.3400,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Instruments,18.77286600,0.061890,0.755,0.067,0.32600,0.00103,Mass,4.162780,0.005670,0.14,172,89.805,2457662.574149,1,0.3780,0.337500,1.2690000,111.817000,0.05809,,,338.9200,,,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,15.6451000
HD 69830 b,HD 69830,1,3,Radial Velocity,2006,HARPS Spectrograph,8.66700000,0.078500,3.170,0.283,10.20000,0.03210,Msini,1.760000,0.100000,,,,2456585.350000,0,,,,,,,2453496.800000,340.0000,3.510,,,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,5.7539200
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,HARPS Spectrograph,31.56000000,0.186000,3.460,0.309,11.80000,0.03710,Msini,1.570000,0.130000,,,,2455197.350000,0,,,,,,,2453469.600000,221.0000,2.660,,,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,5.7539200
HD 69830 d,HD 69830,1,3,Radial Velocity,2006,HARPS Spectrograph,197.00000000,0.630000,4.450,0.397,18.10000,0.05700,Msini,1.130000,0.070000,,,,2455307.000000,0,,,,,,,2453358.000000,224.0000,2.200,,,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,5.7539200
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Hamilton Echelle Spectrograph,14.65160000,0.113400,13.900,1.240,263.97850,0.83060,Mass,0.540000,0.000000,,700,89.730,2455803.293000,0,,,,,,,2453021.080000,-21.5000,71.370,,,K0 IV-V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,5.500,1.41851,1.2300,38.80,27.25,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.7297300
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,High Resolution Spectrograph,44.39890000,0.237300,8.510,0.760,54.47380,0.17140,Mass,0.486000,0.030000,,,89.730,2455846.830000,0,,,,,,,2453028.630000,2.4000,9.890,,,G8V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,10.200,1.41851,1.2300,38.80,27.41,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.7297300
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Hamilton Echelle Spectrograph,5574.20000000,5.957000,13.000,1.160,1232.49300,3.87800,Mass,3.080000,0.130000,,,89.730,2455790.000000,0,,,,,,,2452837.690000,-69.1000,38.600,,,G8 V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,5.500,1.41851,1.2300,38.80,27.25,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.7297300
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,High Resolution Spectrograph,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,Mass,6.660000,0.050000,2657.83,1958,83.590,2457063.209600,0,0.3900,0.037500,1.5550160,3.520000,0.01820,0.008300,2447578.215900,86.0000,6.020,72.40,,G8 V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,10.200,1.41000,1.2300,38.80,27.41,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.7297300
