# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 19 09:09:12 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum <> 1
# CONSTRAINT:  and sy_diststr not null)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,pl_rvamp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_plx
GJ 433 b,GJ 433,1,3,7.37050000,0.062000,2.330,0.208,6.04300,0.01901,Msini,2.630000,0.040000,,,,,,2.860,M1.5 V,3461.00,0.50,0.48,-0.170,[Fe/H],-1.699,4.81,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,110.2910000
GJ 433 c,GJ 433,1,3,5094.10500000,4.819000,6.270,0.560,32.42200,0.10201,Msini,0.723000,0.120000,,,,,,1.750,M1.5 V,3472.00,0.47,0.48,-0.170,[Fe/H],-1.699,4.76,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,110.2910000
GJ 433 d,GJ 433,1,3,36.05900000,0.178000,2.140,0.191,5.22300,0.01643,Msini,2.930000,0.070000,,,,,,1.460,M2V,3461.00,0.47,0.48,-0.170,[Fe/H],-1.475,4.76,,6.36665,,,17.53,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,110.2910000
GJ 357 b,GJ 357,1,3,3.93072000,0.035000,1.217,0.109,1.84000,0.00579,Mass,5.600000,,12.60,525,89.120,22.310000,0.03310,1.520,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,105.8830000
GJ 357 c,GJ 357,1,3,9.12470000,0.061000,1.660,0.148,3.40000,0.01070,Msini,4.080000,,4.45,401,,,,2.130,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,105.8830000
GJ 357 d,GJ 357,1,3,55.66100000,0.204000,2.340,0.209,6.10000,0.01919,Msini,2.620000,,0.38,220,,,,2.090,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.60000,2.0000,,-34.60,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,105.8830000
GJ 3512 b,GJ 3512,1,2,203.69000000,0.337000,14.300,1.270,146.20107,0.46000,Msini,0.275000,0.440000,,,,,,71.800,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],-2.804,5.16,5.500,47.47816,,87.00,,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,105.3860000
GJ 3512 c,GJ 3512,1,2,1599.60000000,1.292000,9.320,0.832,63.56568,0.20000,Msini,0.431000,0.018300,,,,,,15.100,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],-2.804,5.16,5.500,47.47816,,87.00,,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,105.3860000
AU Mic b,AU Mic,1,2,8.46299910,0.064500,4.070,0.363,20.12000,0.06330,Mass,1.320000,0.186000,76.64,593,89.500,19.100000,0.04960,10.230,M1,3588.00,0.70,0.50,,,-1.046,4.39,0.022,1.67000,8.7000,4.86,-6.31,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,102.8290000
AU Mic c,AU Mic,1,2,18.85899100,0.110100,3.240,0.289,9.60000,0.03020,Mass,1.220000,0.041000,,454,89.390,31.700000,0.03950,3.680,M1,3700.00,0.75,0.50,,,-1.046,4.39,0.022,1.67000,7.8000,4.86,-6.31,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,102.8290000
HD 260655 b,HD 260655,1,2,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,Mass,6.200000,0.039000,42.20,709,87.350,14.430000,0.02586,1.690,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],-1.440,5.20,5.000,7.30000,2.0000,37.50,-58.75,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,99.9164000
HD 260655 c,HD 260655,1,2,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,Mass,4.700000,0.038000,16.10,557,87.790,23.370000,0.03200,1.920,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],-1.440,5.20,5.000,7.30000,2.0000,37.50,-58.75,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,99.9164000
L 98-59 b,L 98-59,1,4,2.25311360,0.021910,0.850,0.076,0.40000,0.00126,Mass,3.600000,0.103000,24.70,627,87.710,15.000000,0.02512,0.460,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,94.1385000
L 98-59 c,L 98-59,1,4,3.69067770,0.030400,1.385,0.124,2.22000,0.00698,Mass,4.570000,0.103000,12.80,553,88.110,19.000000,0.04088,2.190,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,94.1385000
L 98-59 d,L 98-59,1,4,7.45072450,0.048600,1.521,0.136,1.94000,0.00610,Mass,2.950000,0.074000,5.01,416,88.449,33.700000,0.04480,1.500,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,94.1385000
L 98-59 e,L 98-59,1,4,12.79600000,0.071700,1.560,0.139,3.06000,0.00963,Msini,4.430000,0.128000,,342,,49.800000,,2.010,M3 V,3415.00,0.30,0.27,-0.460,[Fe/H],-1.948,4.86,0.800,12.89991,0.0000,80.90,-5.58,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,94.1385000
GJ 1148 b,GJ 1148,1,2,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.315000,0.380000,,,,,,38.370,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,90.7623000
GJ 1148 c,GJ 1148,1,2,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.409000,0.342000,,,,,,11.340,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,90.7623000
GJ 414 A b,GJ 414 A,2,2,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,Msini,2.300000,0.450000,,309,,,,2.050,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,2.15240,3.0000,,-17.20,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,84.0803000
GJ 414 A c,GJ 414 A,2,2,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,Msini,0.499000,0.105000,,125,,,,5.140,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,2.15240,3.0000,,-17.20,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,84.0803000
GJ 180 b,GJ 180,1,3,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,2.490000,0.070000,,,,,,3.250,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,83.7182000
GJ 180 c,GJ 180,1,3,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,2.510000,0.090000,,,,,,2.310,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,83.7182000
GJ 180 d,GJ 180,1,3,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,2.210000,0.140000,,,,,,2.080,M3,3811.50,0.41,0.43,,,-1.609,4.81,,8.12507,,,-15.07,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,83.7182000
TRAPPIST-1 b,TRAPPIST-1,1,7,1.51082600,0.011540,1.116,0.100,1.37400,0.00432,Mass,5.441939,0.006220,4.15,400,89.728,20.843000,0.08590,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 c,TRAPPIST-1,1,7,2.42193700,0.015800,1.097,0.098,1.30800,0.00412,Mass,5.463993,0.006540,2.21,342,89.778,28.549000,0.08440,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 d,TRAPPIST-1,1,7,4.04921900,0.022270,0.788,0.070,0.38800,0.00122,Mass,4.366784,0.008370,1.11,288,89.896,40.216000,0.06063,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 e,TRAPPIST-1,1,7,6.10101300,0.029250,0.920,0.082,0.69200,0.00218,Mass,4.901605,0.005100,0.65,251,89.793,52.855000,0.07079,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 f,TRAPPIST-1,1,7,9.20754000,0.038490,1.045,0.093,1.03900,0.00327,Mass,5.022904,0.010070,0.37,219,89.740,69.543000,0.08040,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 g,TRAPPIST-1,1,7,12.35244600,0.046830,1.129,0.101,1.32100,0.00416,Mass,5.055986,0.002080,0.25,199,89.742,84.591000,0.08692,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
TRAPPIST-1 h,TRAPPIST-1,1,7,18.77286600,0.061890,0.755,0.067,0.32600,0.00103,Mass,4.162780,0.005670,0.14,173,89.805,111.817000,0.05809,,,2566.00,0.12,0.09,0.040,[Fe/H],-3.257,5.24,0.500,75.05000,,1.40,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,80.4512426
HD 69830 b,HD 69830,1,3,8.66700000,0.078500,3.170,0.283,10.20000,0.03210,Msini,1.760000,0.100000,,,,,,3.510,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,79.5945000
HD 69830 c,HD 69830,1,3,31.56000000,0.186000,3.460,0.309,11.80000,0.03710,Msini,1.570000,0.130000,,,,,,2.660,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,79.5945000
HD 69830 d,HD 69830,1,3,197.00000000,0.630000,4.450,0.397,18.10000,0.05700,Msini,1.130000,0.070000,,,,,,2.200,K0V,5385.00,0.89,0.86,-0.050,[Fe/H],-0.220,4.49,7.000,1.83000,1.1000,,29.80,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591000,79.5945000
55 Cnc b,55 Cnc,2,5,14.65160000,0.113400,13.900,1.240,263.97850,0.83060,Mass,0.540000,0.000000,,700,89.730,,,71.370,K0 IV-V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,5.500,1.41851,1.2300,38.80,27.25,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,79.4274000
55 Cnc c,55 Cnc,2,5,44.39890000,0.237300,8.510,0.760,54.47380,0.17140,Mass,0.486000,0.030000,,,89.730,,,9.890,G8V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,10.200,1.41851,1.2300,38.80,27.41,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,79.4274000
55 Cnc d,55 Cnc,2,5,5574.20000000,5.957000,13.000,1.160,1232.49300,3.87800,Mass,3.080000,0.130000,,,89.730,,,38.600,G8 V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,5.500,1.41851,1.2300,38.80,27.25,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,79.4274000
55 Cnc e,55 Cnc,2,5,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,Mass,6.660000,0.050000,2657.83,1958,83.590,3.520000,0.01820,6.020,G8 V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,10.200,1.41000,1.2300,38.80,27.41,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,79.4274000
55 Cnc f,55 Cnc,2,5,259.88000000,0.770800,7.590,0.677,44.81200,0.14100,Mass,0.563000,0.080000,,,89.730,,,5.140,G8V,5172.00,0.94,0.91,0.350,[Fe/H],-0.197,4.43,10.200,1.41851,1.2300,38.80,27.41,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,79.4274000
GJ 1132 b,GJ 1132,1,2,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,6.300000,0.220000,20.96,529,86.580,16.000000,0.05041,2.850,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,4.88,5.000,15.40000,2.0000,122.30,35.08,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,79.2543000
GJ 1132 c,GJ 1132,1,2,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,Msini,4.960000,0.270000,,300,,,,2.570,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,5.02,5.000,23.78462,2.0000,122.30,35.08,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,79.2543000
HD 40307 b,HD 40307,1,5,4.31230000,0.046800,1.830,0.163,4.00000,0.01260,Msini,3.590000,0.200000,,910,,,,1.940,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,4.500,3.02559,1.0000,,31.33,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,77.2727000
HD 40307 c,HD 40307,1,5,9.61840000,0.079900,2.460,0.219,6.60000,0.02080,Msini,2.440000,0.060000,,696,,,,2.450,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,4.500,3.02559,1.0000,,31.33,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,77.2727000
HD 40307 d,HD 40307,1,5,20.43200000,0.132100,3.040,0.272,9.50000,0.02990,Msini,1.860000,0.070000,,541,,,,2.750,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,4.500,3.02559,1.0000,,31.33,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,77.2727000
HD 40307 f,HD 40307,1,5,51.76000000,0.247000,2.130,0.190,5.20000,0.01640,Msini,2.960000,0.020000,,398,,,,1.090,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,4.500,3.02559,1.0000,,31.33,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,77.2727000
HD 40307 g,HD 40307,1,5,197.80000000,0.600000,2.560,0.229,7.10000,0.02230,Msini,2.330000,0.290000,,255,,,,0.950,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,4.500,3.02559,1.0000,,31.33,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,77.2727000
ups And b,ups And,2,3,4.61703300,0.059222,14.000,1.250,218.53100,0.68760,Msini,0.438000,0.021500,,,,,,70.510,F8 V,6156.77,1.56,1.30,0.101,[M/H],0.525,4.13,5.000,0.36993,9.2000,12.00,-28.66,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.4054000,74.5711000
ups And c,ups And,2,3,241.25800000,0.827774,12.300,1.100,4443.24113,13.98000,Mass,13.100000,0.259600,,,,,,68.140,F8 V,6156.77,1.56,1.30,0.101,[M/H],0.525,4.13,5.000,0.36993,9.6000,12.00,-28.66,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.4054000,74.5711000
ups And d,ups And,2,3,1276.46000000,2.513290,12.500,1.110,3257.74117,10.25000,Mass,9.170000,0.298700,,,,,,56.260,F8 V,6156.77,1.56,1.30,0.101,[M/H],0.525,4.13,5.000,0.36993,9.6000,12.00,-28.66,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.4054000,74.5711000
47 UMa b,47 UMa,1,3,1078.00000000,2.100000,13.200,1.180,804.08000,2.53000,Msini,1.920000,0.032000,,,,,,48.400,G0 V,5872.00,1.21,1.06,0.040,[M/H],0.198,4.30,6.480,0.83662,2.8000,,11.22,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,72.4528000
47 UMa c,47 UMa,1,3,2391.00000000,3.600000,14.200,1.270,171.62100,0.54000,Msini,0.329000,0.098000,,,,,,8.000,G1 V,5872.00,1.21,1.06,0.040,[M/H],0.198,4.30,6.480,0.83662,2.8000,,11.22,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,72.4528000
47 UMa d,47 UMa,1,3,14002.00000000,11.600000,13.500,1.200,521.22000,1.64000,Msini,1.160000,0.160000,,,,,,13.800,G0V,5872.00,1.21,1.06,0.040,[M/H],0.198,4.30,6.480,0.83662,2.8000,,11.22,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,72.4528000
HD 136352 b,HD 136352,1,3,11.57797000,0.096400,1.664,0.148,4.72000,0.01485,Mass,5.623888,0.000000,111.60,905,88.490,19.600000,0.01442,1.460,G4 V,5664.00,1.06,0.87,-0.240,[M/H],0.016,4.39,12.300,1.03481,1.0000,23.80,-69.00,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,68.0818000
HD 136352 c,HD 136352,1,3,27.59221000,0.172100,2.916,0.260,11.24000,0.03536,Mass,2.497668,0.000000,35.10,677,88.571,34.970000,0.02526,2.610,G4 V,5664.00,1.06,0.87,-0.240,[M/H],0.016,4.39,12.300,1.03481,1.0000,23.80,-69.00,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,68.0818000
HD 136352 d,HD 136352,1,3,107.24500000,0.425000,2.562,0.229,8.82000,0.02775,Mass,2.878108,0.000000,5.74,431,89.730,86.460000,0.02219,1.300,G4 V,5664.00,1.06,0.87,-0.240,[M/H],0.016,4.39,12.300,1.03481,1.0000,23.80,-69.00,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,68.0818000
LHS 1140 b,LHS 1140,1,2,24.73694000,0.095700,1.635,0.146,6.38000,0.02007,Mass,8.040000,0.096000,0.50,379,89.877,96.400000,0.07390,4.210,M4.5 V,2988.00,0.21,0.19,-0.262,[Fe/H],-2.488,5.06,5.000,25.99071,,131.00,-13.23,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000,66.6996000
LHS 1140 c,LHS 1140,1,2,3.77792000,0.027340,1.169,0.104,1.76000,0.00554,Mass,6.070000,0.274000,6.16,709,89.913,27.530000,0.05486,2.220,M4.5 V,2988.00,0.21,0.19,-0.262,[Fe/H],-2.488,5.06,5.000,25.99071,,131.00,-13.23,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000,66.6996000
GJ 163 b,GJ 163,1,3,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,Msini,1.700000,0.073000,,,,,,6.130,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,66.0714000
GJ 163 c,GJ 163,1,3,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,Msini,2.390000,0.099000,,,,,,2.750,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,66.0714000
GJ 163 d,GJ 163,1,3,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,Msini,0.779000,0.373000,,,,,,4.420,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,66.0714000
GJ 317 b,GJ 317,1,2,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,Mass,1.860000,0.070000,,,45.000,,,71.810,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],-1.687,4.82,5.000,7.64772,,,87.80,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000,65.7744000
GJ 317 c,GJ 317,1,2,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,Msini,1.170000,0.170000,,,,,,31.970,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],-1.687,4.82,5.000,7.64772,,,87.80,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000,65.7744000
HD 160691 b,HD 160691,1,4,645.00000000,1.500000,,,1366.66215,4.30000,Mass,,0.128000,,,60.000,,,36.100,G3 IV-V,5773.00,1.33,1.13,0.280,[Fe/H],0.278,4.20,5.700,0.55473,3.1000,,-9.29,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000,64.0817000
HD 160691 c,HD 160691,1,4,3947.00000000,4.170000,,,1398.44499,4.40000,Mass,,0.098500,,,60.000,,,22.180,G3 IV-V,5773.00,1.33,1.13,0.280,[Fe/H],0.278,4.20,5.700,0.55473,3.1000,,-9.29,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000,64.0817000
HD 160691 d,HD 160691,1,4,9.63920000,0.092860,3.170,0.283,10.17000,0.03200,Msini,1.750000,0.000000,,900,,,,2.940,G3 IV-V,5773.00,1.33,1.13,0.280,[Fe/H],0.278,4.20,5.700,0.55473,3.1000,,-9.29,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000,64.0817000
HD 160691 e,HD 160691,1,4,307.90000000,0.934000,,,2224.79885,7.00000,Mass,,0.066600,,,60.000,,,12.230,G3 IV-V,5773.00,1.33,1.13,0.280,[Fe/H],0.278,4.20,5.700,0.55473,3.1000,,-9.29,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000,64.0817000
GJ 3929 b,GJ 3929,1,2,2.61623500,0.025200,1.090,0.097,1.75000,0.00551,Mass,7.300000,0.000000,17.30,568,88.442,16.800000,0.01560,1.770,M3.5 V,3384.00,0.32,0.31,-0.020,[Fe/H],-1.963,4.89,7.100,13.30000,2.0000,122.00,10.27,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,63.2240000
GJ 3929 c,GJ 3929,1,2,15.04000000,0.081000,2.260,0.201,5.71000,0.01797,Msini,2.720000,0.000000,1.68,317,,,,3.220,M3.5 V,3384.00,0.32,0.31,-0.020,[Fe/H],-1.963,4.89,7.100,13.30000,2.0000,122.00,10.27,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,63.2240000
HD 190360 b,HD 190360,2,2,2915.03687000,3.970000,13.500,1.210,489.45820,1.54000,Msini,1.090000,0.310000,,,,,,23.200,G6 IV,5552.00,1.14,0.99,0.240,[Fe/H],0.066,4.32,8.500,0.86700,2.2000,,-45.35,20h03m38.22s,300.9092476,+29d53m40.35s,29.8945410,16.0069000,62.4443000
HD 190360 c,HD 190360,2,2,17.11100000,0.130400,4.590,0.409,19.06900,0.06000,Msini,1.080000,0.237000,,,,,,4.840,G6 IV,5549.00,1.17,0.98,0.190,[M/H],0.066,4.29,8.500,0.86700,2.2000,,-45.35,20h03m38.22s,300.9092476,+29d53m40.35s,29.8945410,16.0069000,62.4443000
G 264-012 b,G 264-012,1,2,2.30538000,0.022790,1.390,0.124,2.50000,0.00787,Msini,5.120000,,20.50,587,,,,2.720,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,13.25922,2.0000,100.00,,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,62.4358000
G 264-012 c,G 264-012,1,2,8.05180000,0.052500,1.760,0.157,3.75000,0.01180,Msini,3.780000,,3.87,387,,,,2.690,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,13.25922,2.0000,100.00,,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,62.4358000
